Equipo Fecha Min VAL +-Pt RatOf ClasDef Pt TirInt TC Ti% 3PI 3PC 3P% 2PI 2PC 2P% TLI TLC AS RD RO RT Tap PSO REC PER
AUTONOMA SAN LUIS 15 mar. 2025 12:00 0:00 0.0 0 0.0 0.0 0 0.0 0 0.0 0 0 0.0 0 0 0.0 0 0 0 0 0 0 0 0 0 0
UNLA MORELIA 8 mar. 2025 15:00 37:28 28.0 -2 292.5 0.0 28 22.9 12 54.5 7 3 42.9 15 9 60.0 2 1 2 9 3 12 0 9 2 6
UP AGUASCALIENTES 1 mar. 2025 12:00 38:04 8.0 9 335.8 0.0 15 18.8 5 29.4 4 1 25.0 13 4 30.8 4 4 1 3 2 5 0 2 1 3
UP GUADALAJARA 19 feb. 2025 13:30 26:55 5.0 -13 -82.2 0.0 12 10.3 5 55.6 2 0 0.0 7 5 71.4 3 2 0 2 0 2 0 0 1 3
AUTONOMA DE QUERETARO 14 feb. 2025 11:00 36:37 27.0 7 530.3 0.0 19 19.4 5 33.3 3 0 0.0 12 5 41.7 10 9 6 6 1 7 0 6 3 3
UNIVERSIDAD DE CELAYA 13 feb. 2025 13:00 37:37 14.0 0 357.8 0.0 21 18.1 7 46.7 4 1 25.0 11 6 54.5 7 6 3 3 1 4 0 2 2 5
UVM QUERETARO 30 nov. 2024 10:00 37:17 8.0 -18 30.7 0.0 14 18.8 5 29.4 7 1 14.3 10 4 40.0 4 3 1 2 1 3 0 0 3 2
"TECNOLOGICO AGUASCALIENTES 29 nov. 2024 13:00 33:07 12.0 4 6,836.9 0.0 14 20.0 4 25.0 6 0 0.0 10 4 40.0 9 6 2 5 2 7 0 0 1 1"
TEC NM CELAYA 23 nov. 2024 12:00 35:31 14.0 10 21.8 0.0 8 11.8 3 30.0 3 0 0.0 7 3 42.9 4 2 4 11 1 12 0 1 2 4
UVM ZAPOPAN 15 nov. 2024 13:00 36:53 18.0 2 319.7 0.0 17 14.1 5 45.5 2 0 0.0 9 5 55.6 7 7 6 3 1 4 0 0 0 4
UNIVERSIDAD DE GUANAJUATO 8 nov. 2024 13:00 24:15 14.0 14 -65.8 0.0 14 14.3 5 38.5 3 1 33.3 10 4 40.0 3 3 0 2 1 3 1 3 1 0
AUTONOMA DE AGUASCALIENTES 2 nov. 2024 13:00 26:31 15.0 -7 0.0 0.0 10 7.0 4 57.1 5 2 40.0 2 2 100.0 0 0 1 3 0 3 1 3 3 0
LA SALLE BAJIO 12 oct. 2024 12:00 30:51 12.0 -3 0.0 0.0 14 16.0 7 43.8 5 0 0.0 11 7 63.6 0 0 1 4 1 5 0 0 5 2
CUAUHTEMOC GUADALAJARA 11 oct. 2024 13:00 23:10 15.0 18 -87.0 0.0 13 12.4 6 50.0 2 0 0.0 10 6 60.0 1 1 0 4 3 7 1 0 1 0
"TEC MTY LEON 5 oct. 2024 13:00 29:55 23.0 16 -21,024.1 0.0 16 17.1 5 35.7 3 1 33.3 11 4 36.4 7 5 4 4 5 9 0 5 2 0"
TEC NM JIQUILPAN 19 sept. 2024 13:00 31:19 11.0 -4 46.6 0.0 16 15.8 5 35.7 7 3 42.9 7 2 28.6 4 3 1 6 2 8 0 2 0 2
